"destination","prefix","rate","initial","additional","effective"
"EL SALVADOR TELEMOVIL MOBILE","50322077","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322078","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322079","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322170","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322171","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322172","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322173","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322174","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322180","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322181","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322182","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322183","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322184","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322185","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322186","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322187","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322188","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322189","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322190","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322191","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322192","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322193","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322194","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322195","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322196","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322197","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322198","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322370","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322371","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322372","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322373","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322374","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322375","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322376","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322377","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322378","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322379","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322460","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322461","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322462","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322463","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322464","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322465","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322466","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322467","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322468","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322469","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322470","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322471","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322472","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322473","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322474","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322475","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322476","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322477","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322478","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322479","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322490","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322491","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322492","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322493","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322494","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322540","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322541","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322542","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322543","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322544","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322545","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322546","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322547","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322548","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322549","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322550","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322551","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322552","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322553","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322554","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322556","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322564","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322565","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322566","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322567","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322568","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322569","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322590","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322591","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322592","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322593","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322594","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322595","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322597","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322598","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322599","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322620","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322621","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322622","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322623","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322624","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322625","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322626","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322627","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322628","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322650","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322651","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322652","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322653","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322654","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322660","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322661","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322662","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR PERSONAL MOBILE","50322663","0.18471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR PERSONAL MOBILE","50322664","0.18471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR PERSONAL MOBILE","50322665","0.18471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR PERSONAL MOBILE","50322666","0.18471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR PERSONAL MOBILE","50322667","0.18471400","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322668","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322669","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322683","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322684","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322685","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322686","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322687","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR - TELEFONICA - FIX","50322688","0.19285700","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322689","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322693","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322694","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322695","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322800","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322801","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322802","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322803","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322804","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322805","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322806","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322807","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR CTE ON N","50322808","0.12714300","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322809","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322838","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR TELEMOVIL MOBILE","50322839","0.17128600","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322850","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322851","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322852","0.16114300","1","1","2015-05-01 00:00:00"
"EL SALVADOR DIGICEL MOBILE","50322853","0.16114300","1","1","2015-05-01 00:00:00"
